rating	review
5	Belgian waffle is fantastic and texture is also best. Pizza momos to Surat mai sabse best sirf yahi par available hai.
1	superb service and safe delivery
1	rotten bad waste food
5	Loved the tandoori pizza momos and double chocolate waffles. Best quality available at best rate. Must try.😊😊😊
2	the overall experience was very bad the food tastes very sour and like it was cooked 3 to 4 days ago I will never gonna book order form theis merchant
5	i specifically told and i drop messge that make momos spicy but that was not at all spicy
4	Their waffles are the best in town with best rate.<br/>And momos are mouth watering. So delicious and so many varieties. No one in surat has more variety of momos than mr waffle and momos.<br/>
1	not good in test and it's too late to deliver
5	Not value for money.. tiny size momos who charge is this much money. Mr. waffle sorry for the price nd quantity you guys offering.
1	Hello this momos bake earlier so test was bad and i don't like teast because it was cold
5	The quality and quantity was not adequate enough for the bill they charging for the product momos size was too small and taste is also not good
5	quantity is very less but the taste is good
5	Best momos experienced ever... <br/>Pizza momos to bov aaj majedaar hata.
5	Fraud service totally  please check our oder and check the photos which is delivered by your Zomato person worst service i want to be my money back right now otherwise i will update on twitter.  Kindly rever my money
3	packing is not good
5	Zometo delivery boy froud with coustomer 
5	Food quality and taste was amazing..<br/>Must visit this place for South Indian food..<br/>Quick service <br/>Good staff <br/>Value for money <br/>
1	Rs taken for idli vada and sending 2 idli only too irritating and bad experience 
1	awesome
1	Food was excellent.!!<br/>Kesri is the must try dish.<br/>Best place for those who love south indian food.!<br/>Well trained and polite staff.<br/>
3	Everything was cold and not how it used to be. The taste has massively changed.
5	Good
5	delicious 😋
5	no cutlery provided
2	Idli Size was very small today 
4	pro nasta 
3	Did not followed instructions. (Not crispy)
1	fermented food bad smell
3	nice packing 
5	packing was very good
5	let delevery and not tasted 
2	excellent test
1	quality is not up to the Mark. very very small qty. of sambhar.
5	packaging was un appropriate
4	Superb... 
3	Price is lit bit high for two piece of medu vada...
3	nice food
2	over all taste was owsome and packing was superior n perfect
3	Vada not up to mark.. dosas were good.. we tried 6 of those.. filter coffee was nice.. on a Sunday it's a bit chaotic and staff tries to serve u and listen to u but unfortunately forgets special instructions.. all in all good place to try..<br/>
5	I will not order through you if such experience happen in future
1	idli looks eaten from one side
5	chutney is very salty
5	Super tasty Uttappam served with hot sambhar and coconut chutney. Order Delivered before time.
5	spoon not given and dosa was not very good.mendu wada was ok
2	Pizza Quality is excellent and few minutes delivered order
4	It was worst
3	good 
1	Not really well
3	not good 
4	worst 
1	no
1	totally uncooked n soggy
1	let oder
4	I've clearly added cooking instruction for extra cheese as can see there's some barely in it
4	such bad test
5	I want returns my payment.. because it's not good service.  zometo change service this is not good service... <br/>if you not do anything than its my last order on zometo.....
2	Delivery mein bahut time Lagate Hain 60 de 70 minat  lag jata hai
4	superb test 
3	super 🫰👌 Yami mummy
5	your orders are always late about half hour or 45 minutes
5	never order agen<br/>
1	bad food bhature kache the
5	😋
1	thank you for the tiranga🇮🇳🇮🇳
1	i have ordered aloo pakoda as shown in picture but they give wrong thing. 
4	if u want customer back...then maintain the taste and standard what you feed to them...worst experience ever
3	🤮🤮🤮🤢🤢🤢
5	Taste is excellent but cost is high. There should be take away facility.
5	good
3	chhach contiti kum thi
1	want my money bwck in case of mango juice
5	tnx a lot
2	I ordered aloo gobhi matar and 2 green chilly achar but restaurant didn't send chilly achar
3	1 and 2 pic paneer.only gravy and small box 
1	the spoke person was too arrogant and rude.<br/>she needs to learn attique first.<br/>
1	Quantity &amp; Quality is not good
1	very good
4	Very nice
1	bad
1	way less quantity in this meal.
5	The quantity is good but the food is too much spicy. 
1	not satisfied
2	bad
5	nice👍
5	delivery so late
5	The food is delicious and homely. Loved it !
1	such a bad taste. I couldn't eat anything. 
5	test is best but delivery is very slow
3	the food was not good..very spicy..nd quantity also very less as compared to price.
1	tasty
1	they are not listening to customers special instructions. they just ignored my instructions 
1	generally i like this biryani..but this time it was not well cooked pieces of chicken is also very bad
1	worst
1	owner is very rude
4	nice thank you zometo
5	👎
5	My order light food for kids but biryani Very spicy
1	good taste 
1	Everyone Is Good👍 But So Daley Delivered
3	Only 1 pises
1	I oder chicken biryani and oder come duck biryani 😡😡 very bad experience this restaurant fast time 
5	good 
2	Please return my money <br/>I don’t like it <br/>Its was horrible 😡😡
3	very nyc dilivery boy and testy food thank you soooo mych<br/>
5	good expiration 
1	only one pic froud  all chikan biryani and not any test
1	taste powerfull
1	quality of biryani is very poor and also same for chicken that totally uncooked 
3	very spicy
3	Best 
5	it's to good taste .... and good packing I give 5star.... 
5	charge more anyways..atleast give 4 chicken pcs in full plate biryani..
1	5 ⭐ dilevery
5	west Biryani 
3	Very cheap quantity
5	tasti biryani
1	food is okok bt the delivery boy not come to add proper I mentioned in app delivery let
5	worst service
5	they must serve disposable spoon with food.
4	I have ordered cheese shawarma but there was no cheese added in it
2	taste not good. not send cutlery also what is this 
5	good
1	best customer service 🙏
1	I Ordered Full Chicken Dum Biryani Yesterday...  Only One Chicken piece in Full Biryani... No Masala n totally Testless biryani... I found plain Rice n one small chicken piece in biryani... I Didn't expect for tavakkal Cha-cha... I will never suggested to anyone to buy FOOLISH Biryani...😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
5	बिरयानी........ बिना चिकन के चावल.... सबसे खराब.. don't order this biryani ..from Tawkal
1	Makanan mmg sedap kalo kita bandingkan dgn ngr sendiri. Xyah nk risau pasal halal la wei sbb sini mmg semua halal jaaa.. enjoy la kalo saper2 baca hadiran org msia la k
5	only 2 roti sent with 4 sabji of price 500 rupees..very unfair 
5	Zomato executives are very cheap and unreal
1	the taste of amritsari chole was below average 
1	I want my back the food was delivered to me very oily as well as not eatable they also putted chees although I ordered simple chicken biriani I am not satisfied with the food 
2	it also contains garlic
1	Worst thali! Nothing like Punjab! It’s a plain food!
2	kindly check your food... it smelled like too old 
1	terrible stale roti with hard edges
1	Chapati is not good
5	average this food test 
5	Great taste
5	nahi
3	fast delivery boy 🤠
1	please try to increase quantity 
5	food was not hot
5	Good
2	Food is good but whenever I order something everytime delayed 😒 and I already told not to make too spicy but as usual its too spicy....
1	very spoice
5	very nice awesome 
4	soo nice 
3	pay back my money i return my order its half order diliverd
4	good 
5	ધન્યવાદ 
1	ekdam ghatiya quality ka chicken. pura fek diya. basi chicken tha. 
1	good
5	really bad taste and mutton is not proper cooked
5	it was worst...never ever going to order again... disastrous 
1	very bad kharab test
1	i tell for less spicy but hotel send me more spicy 
1	ossam
2	not good packing its happend every time dal fall down
1	ekadam bekar khana hai
5	smell very bad
5	food was too much oily and spicy 
5	food and quality is good
1	FOOD IS GOOD 
1	I ordered mutton fry 4 roti papad salad and chikan rice. Chikan rice was to yammy. Full Mark's for rice. Mutton fry come with grevy don't know why ?? Grevy was not upto the mark spilling problem with contener roti was ok and papad is soft due to leaked Garvey . And last there is not salad in packing . Overall worst experience with the restaurant . No recommention for other.  But you can try there chicken rice. 
5	awesome delevery nice job for delivery boy good service for delivery boy 
1	excellent
1	bekar bakwas tha 
1	remove this hotel from zomato
3	Good
1	Mashallah ek nun thaw…👍
4	spicy
1	nice and excellent taste very good keep it up
3	more Salad with Nibu
5	120 ki biryani thi uspe delevry charge tha. fir apne coupen dia vo b lagaya to b biryani 130 ki padi to btae coupen ka kya matlab.
5	i orders fried chicken..the taste was worst..it tasted like chicken was kept for a long time nd than cooked..or else it was cooked nd aftr That kept for a long time..chickn was smelling..nd qauntity was like only four small boneless pieces costing 150 rs. ..waste of money..it would be ohke if only my money would have been wasted but literally  it spoiled my meal nd mood🥵😬😒
4	not test rice bed 
1	trusted in taste since begining. <br/>but requested for less spicy which was not considered.
3	excellent taste 
5	Quality of biryani getting down 
4	can improve its taste more better
1	Taste was good - but too much costly. Should reduce cost for more acceptablity
5	As per your price Paking not good.<br/>I think this is wrong items delivered 
5	Horrible.
1	This place food taste and authenticity is gone way far what it use to be. Need to improve before it’s too late.
5	Best Biryani in town... <br/>During my last visit very strange thing happened... we asked for sliced onion n we were told that it is chargeable... haven't experienced this anywhere else... 
1	more improvement required 
1	Best biryani in town.just enjoyed the food.love the test and the spices they used. The biryani is proper cooked and the nice tempting fragrance of food makes you more hungry.happy😇<br/>
